93,11,3
93,5,4
94,10,1
94,9,2
94,3,3
94,4,4
95,8,1
95,7,2
95,4,3
95,9,4
96,11,1
96,3,2
96,2,3
96,5,4
97,11,1
97,3,2
97,2,3
97,8,4
98,10,1
98,11,2
98,4,3
98,5,4
99,10,1
99,8,2
99,3,3
99,7,4
100,11,1
100,4,2
100,9,3
100,10,4
101,11,1
101,3,2
101,1,3
101,9,4
102,7,1
102,4,2
102,3,3
102,6,4
103,2,1
103,4,2
103,1,3
103,7,4
104,7,1
104,1,2
104,5,3
104,8,4
105,9,1
105,1,2
105,10,3
105,4,4
106,7,1
106,9,2
106,6,3
106,5,4
107,8,1
107,10,2
107,4,3
107,5,4
108,8,1
108,3,2
108,2,3
108,10,4
109,4,1
109,8,2
109,10,3
109,1,4
110,11,1
110,1,2
110,3,3
110,10,4
111,1,1
111,2,2
111,9,3
111,4,4
112,6,1
112,3,2
112,1,3
112,4,4
113,11,1
113,2,2
113,6,3
113,3,4
114,4,1
114,11,2
114,9,3
114,1,4
115,6,1
115,2,2
115,4,3
115,3,4
116,7,1
116,9,2
116,5,3
116,10,4
117,4,1
117,6,2
117,11,3
117,9,4
118,10,1
118,2,2
118,5,3
118,8,4
119,5,1
119,10,2
119,11,3
119,6,4
120,7,1
120,1,2
120,8,3
120,11,4
121,10,1
121,5,2
121,1,3
121,9,4
122,2,1
122,6,2
122,7,3
122,3,4
123,11,1
123,9,2
123,5,3
123,7,4
124,8,1
124,3,2
124,6,3
124,9,4
125,10,1
125,9,2
125,6,3
125,3,4
126,5,1
126,1,2
126,8,3
126,11,4
127,7,1
127,1,2
127,9,3
127,6,4
128,7,1
128,1,2
128,5,3
128,6,4
129,5,1
129,1,2
129,7,3
129,4,4
130,4,1
130,6,2
130,10,3
130,9,4
131,7,1
131,9,2
131,8,3
131,11,4
132,11,1
132,5,2
132,3,3
132,10,4
133,7,1
133,1,2
133,8,3
133,10,4
134,4,1
134,11,2
134,3,3
134,6,4
135,3,1
135,6,2
135,7,3
135,5,4
136,7,1
136,3,2
136,11,3
136,2,4
137,4,1
137,2,2
137,8,3
137,11,4
138,9,1
138,3,2
138,10,3
138,5,4
139,2,1
139,9,2
139,1,3
139,10,4
140,9,1
140,6,2
140,4,3
140,3,4
141,9,1
141,2,2
141,6,3
141,11,4
142,1,1
142,9,2
142,5,3
142,4,4
143,1,1
143,2,2
143,4,3
143,9,4
144,5,1
144,3,2
144,11,3
144,9,4
145,11,1
145,9,2
145,5,3
145,3,4
146,1,1
146,5,2
146,9,3
146,2,4
147,4,1
147,10,2
147,1,3
147,6,4
148,9,1
148,5,2
148,1,3
148,3,4
149,6,1
149,5,2
149,7,3
149,10,4
150,11,1
150,6,2
150,7,3
150,2,4
151,1,1
151,9,2
151,2,3
151,3,4
152,6,1
152,8,2
152,9,3
152,3,4
153,6,1
153,1,2
153,8,3
153,11,4
154,7,1
154,8,2
154,4,3
154,1,4
155,8,1
155,4,2
155,11,3
155,1,4
156,8,1
156,9,2
156,1,3
156,7,4
157,10,1
157,1,2
157,8,3
157,7,4
158,7,1
158,1,2
158,2,3
158,4,4
159,4,1
159,6,2
159,10,3
159,2,4
160,9,1
160,11,2
160,7,3
160,8,4
161,8,1
161,6,2
161,1,3
161,7,4
162,7,1
162,3,2
162,9,3
162,11,4
163,2,1
163,10,2
163,6,3
163,4,4
164,11,1
164,1,2
164,2,3
164,7,4
165,6,1
165,7,2
165,10,3
165,9,4
166,4,1
166,1,2
166,9,3
166,3,4
167,5,1
167,3,2
167,6,3
167,1,4
168,10,1
168,11,2
168,7,3
168,5,4
169,1,1
169,8,2
169,7,3
169,4,4
170,9,1
170,3,2
170,7,3
170,6,4
171,7,1
171,5,2
171,8,3
171,4,4
172,8,1
172,6,2
172,5,3
172,11,4
173,5,1
173,1,2
173,11,3
173,8,4
174,3,1
174,4,2
174,11,3
174,8,4
175,10,1
175,1,2
175,11,3
175,9,4
176,10,1
176,11,2
176,3,3
176,5,4
177,5,1
177,6,2
177,7,3
177,4,4
178,8,1
178,1,2
178,10,3
178,6,4
179,7,1
179,8,2
179,10,3
179,3,4
180,3,1
180,9,2
180,10,3
180,1,4
181,9,1
181,1,2
181,2,3
181,3,4
182,5,1
182,7,2
182,11,3
182,6,4
183,3,1
183,2,2
183,8,3
183,7,4
184,8,1
184,7,2
184,1,3
184,11,4
185,1,1
185,6,2
185,8,3
185,4,4
186,2,1
186,6,2
186,11,3
186,3,4
187,4,1
187,7,2
187,10,3
187,3,4
188,5,1
188,9,2
188,3,3
188,1,4
189,3,1
189,4,2
189,8,3
189,5,4
190,11,1
190,7,2
190,5,3
190,6,4
191,6,1
191,5,2
191,11,3
191,7,4
192,10,1
192,5,2
192,9,3
192,3,4
193,11,1
193,8,2
193,4,3
193,6,4
194,10,1
194,8,2
194,5,3
194,1,4
195,7,1
195,10,2
195,3,3
195,2,4
196,8,1
196,5,2
196,3,3
196,4,4
197,1,1
197,8,2
197,4,3
197,7,4
198,9,1
198,10,2
198,6,3
198,7,4
199,8,1
199,7,2
199,5,3
199,2,4
200,1,1
200,8,2
200,6,3
200,2,4
201,4,1
201,9,2
201,7,3
201,8,4
202,2,1
202,6,2
202,11,3
202,10,4
203,6,1
203,10,2
203,5,3
203,9,4
204,8,1
204,6,2
204,9,3
204,7,4
205,11,1
205,7,2
205,5,3
205,2,4
206,1,1
206,3,2
206,11,3
206,8,4
207,6,1
207,11,2
207,1,3
207,3,4
208,11,1
208,6,2
208,7,3
208,3,4
209,1,1
209,6,2
209,4,3
209,8,4
210,4,1
210,9,2
210,7,3
210,10,4
211,6,1
211,8,2
211,3,3
211,4,4
212,3,1
212,6,2
212,5,3
212,8,4
213,4,1
213,3,2
213,10,3
213,11,4
214,11,1
214,8,2
214,5,3
214,6,4
215,1,1
215,4,2
215,10,3
215,3,4
216,10,1
216,6,2
216,2,3
216,3,4
217,7,1
217,10,2
217,6,3
217,3,4
218,9,1
218,5,2
218,6,3
218,3,4
219,2,1
219,1,2
219,9,3
219,5,4
220,7,1
220,4,2
220,8,3
220,2,4
221,9,1
221,11,2
221,5,3
221,8,4
222,6,1
222,3,2
222,8,3
222,11,4
223,5,1
223,8,2
223,4,3
223,1,4
224,6,1
224,3,2
224,1,3
224,8,4
225,6,1
225,5,2
225,11,3
225,4,4
226,1,1
226,10,2
226,8,3
226,2,4
227,1,1
227,4,2
227,8,3
227,11,4
228,4,1
228,9,2
228,6,3
228,7,4
229,2,1
229,7,2
229,10,3
229,3,4
230,5,1
230,11,2
230,10,3
230,3,4
231,8,1
231,5,2
231,9,3
231,11,4
232,1,1
232,4,2
232,10,3
232,8,4
233,10,1
233,7,2
233,3,3
233,11,4
234,10,1
234,4,2
234,9,3
234,8,4
235,11,1
235,4,2
235,6,3
235,10,4
236,11,1
236,2,2
236,8,3
236,4,4
237,11,1
237,10,2
237,3,3
237,7,4
238,1,1
238,3,2
238,7,3
238,5,4
239,2,1
239,7,2
239,4,3
239,6,4
240,2,1
240,3,2
240,1,3
240,11,4
241,7,1
241,1,2
241,8,3
241,4,4
242,5,1
242,1,2
242,7,3
242,9,4
243,3,1
243,8,2
243,10,3
243,5,4
244,9,1
244,8,2
244,1,3
244,10,4
245,8,1
245,5,2
245,10,3
245,4,4
246,9,1
246,11,2
246,7,3
246,1,4
247,2,1
247,5,2
247,7,3
247,9,4
248,7,1
248,11,2
248,2,3
248,1,4
249,11,1
249,5,2
249,8,3
249,6,4
250,6,1
250,8,2
250,9,3
250,10,4
251,3,1
251,10,2
251,5,3
251,6,4
252,1,1
252,7,2
252,11,3
252,4,4
253,10,1
253,5,2
253,7,3
253,6,4
254,9,1
254,3,2
254,6,3
254,7,4
255,11,1
255,1,2
255,8,3
255,5,4
256,11,1
256,8,2
256,1,3
256,7,4
257,11,1
257,2,2
257,6,3
257,4,4
258,1,1
258,6,2
258,10,3
258,9,4
259,3,1
259,4,2
259,8,3
259,11,4
260,1,1
260,8,2
260,7,3
260,10,4
261,11,1
261,2,2
261,9,3
261,1,4
262,2,1
262,7,2
262,3,3
262,9,4
263,9,1
263,1,2
263,5,3
263,7,4
264,5,1
264,11,2
264,10,3
264,9,4
265,5,1
265,9,2
265,10,3
265,2,4
266,11,1
266,4,2
266,6,3
266,9,4
267,6,1
267,8,2
267,7,3
267,3,4
268,6,1
268,9,2
268,2,3
268,4,4
269,6,1
269,8,2
269,1,3
269,4,4
270,7,1
270,6,2
270,1,3
270,11,4
271,10,1
271,6,2
271,2,3
271,4,4
272,5,1
272,9,2
272,1,3
272,4,4
273,5,1
273,10,2
273,2,3
273,11,4
274,6,1
274,2,2
274,8,3
274,3,4
275,5,1
275,10,2
275,2,3
275,9,4
276,10,1
276,9,2
276,4,3
276,5,4
277,2,1
277,11,2
277,4,3
277,6,4
278,8,1
278,1,2
278,2,3
278,4,4
279,7,1
279,6,2
279,9,3
279,5,4
280,8,1
280,3,2
280,11,3
280,4,4
281,11,1
281,1,2
281,9,3
281,5,4
282,3,1
282,5,2
282,1,3
282,6,4
283,10,1
283,8,2
283,2,3
283,11,4
284,4,1
284,8,2
284,9,3
284,1,4
285,7,1
285,4,2
285,5,3
285,10,4
286,4,1
286,3,2
286,1,3
286,6,4
287,6,1
287,7,2
287,8,3
287,11,4
288,9,1
288,6,2
288,5,3
288,11,4
289,6,1
289,4,2
289,9,3
289,11,4
290,8,1
290,7,2
290,2,3
290,10,4
291,10,1
291,11,2
291,9,3
291,8,4
292,9,1
292,8,2
292,11,3
292,2,4
293,10,1
293,1,2
293,3,3
293,7,4
294,11,1
294,1,2
294,3,3
294,6,4
295,1,1
295,5,2
295,3,3
295,8,4
296,11,1
296,5,2
296,2,3
296,3,4
297,5,1
297,7,2
297,10,3
297,6,4
298,9,1
298,2,2
298,8,3
298,1,4
299,10,1
299,1,2
299,7,3
299,4,4
300,6,1
300,10,2
300,5,3
300,9,4
301,9,1
301,6,2
301,10,3
301,11,4
302,3,1
302,8,2
302,9,3
302,7,4
303,1,1
303,2,2
303,8,3
303,7,4
304,6,1
304,7,2
304,8,3
304,2,4
305,7,1
305,9,2
305,10,3
305,11,4
306,11,1
306,6,2
306,8,3
306,3,4
307,2,1
307,10,2
307,3,3
307,6,4
308,8,1
308,6,2
308,5,3
308,9,4
309,9,1
309,2,2
309,5,3
309,6,4
310,9,1
310,8,2
310,2,3
310,10,4
311,6,1
311,1,2
311,11,3
311,8,4
312,5,1
312,11,2
312,4,3
312,8,4
313,6,1
313,5,2
313,1,3
313,8,4
314,4,1
314,1,2
314,6,3
314,5,4
315,9,1
315,8,2
315,2,3
315,7,4
316,5,1
316,4,2
316,6,3
316,7,4
317,8,1
317,10,2
317,9,3
317,2,4
318,3,1
318,1,2
318,5,3
318,9,4
319,6,1
319,1,2
319,10,3
319,9,4
320,3,1
320,4,2
320,7,3
320,10,4
321,7,1
321,1,2
321,9,3
321,10,4
322,6,1
322,10,2
322,5,3
322,3,4
323,9,1
323,2,2
323,8,3
323,7,4
324,3,1
324,7,2
324,2,3
324,8,4
325,7,1
325,8,2
325,2,3
325,11,4
326,8,1
326,5,2
326,6,3
326,2,4
327,3,1
327,4,2
327,6,3
327,7,4
328,7,1
328,11,2
328,6,3
328,2,4
329,10,1
329,6,2
329,9,3
329,3,4
330,4,1
330,6,2
330,3,3
330,11,4
331,8,1
331,6,2
331,11,3
331,3,4
332,5,1
332,2,2
332,1,3
332,8,4
333,9,1
333,6,2
333,10,3
333,1,4
334,10,1
334,9,2
334,11,3
334,6,4
335,3,1
335,11,2
335,5,3
335,7,4
336,7,1
336,2,2
336,8,3
336,6,4
337,5,1
337,2,2
337,1,3
337,6,4
338,10,1
338,4,2
338,8,3
338,3,4
339,5,1
339,3,2
339,10,3
339,8,4
340,7,1
340,10,2
340,11,3
340,2,4
341,8,1
341,6,2
341,10,3
341,3,4
342,2,1
342,11,2
342,10,3
342,5,4
343,2,1
343,10,2
343,8,3
343,4,4
344,1,1
344,2,2
344,5,3
344,9,4
345,7,1
345,10,2
345,2,3
345,11,4
346,9,1
346,6,2
346,3,3
346,10,4
347,2,1
347,10,2
347,1,3
347,11,4
348,11,1
348,8,2
348,10,3
348,7,4
349,11,1
349,7,2
349,8,3
349,6,4
350,4,1
350,1,2
350,5,3
350,10,4
351,7,1
351,9,2
351,4,3
351,6,4
352,6,1
352,4,2
352,2,3
352,9,4
353,2,1
353,9,2
353,7,3
353,4,4
354,3,1
354,2,2
354,4,3
354,11,4
355,10,1
355,1,2
355,7,3
355,3,4
356,10,1
356,3,2
356,4,3
356,5,4
357,4,1
357,7,2
357,6,3
357,2,4
358,10,1
358,8,2
358,2,3
358,1,4
359,1,1
359,4,2
359,8,3
359,5,4
360,11,1
360,3,2
360,10,3
360,1,4
361,1,1
361,5,2
361,10,3
361,11,4
362,6,1
362,11,2
362,3,3
362,9,4
363,10,1
363,1,2
363,5,3
363,7,4
364,6,1
364,5,2
364,10,3
364,11,4
365,4,1
365,7,2
365,11,3
365,3,4
366,3,1
366,1,2
366,7,3
366,8,4
367,8,1
367,4,2
367,3,3
367,6,4
368,4,1
368,9,2
368,11,3
368,1,4
369,5,1
369,11,2
369,3,3
369,7,4
370,9,1
370,11,2
370,6,3
370,10,4
371,3,1
371,9,2
371,1,3
371,11,4
372,11,1
372,4,2
372,5,3
372,7,4
373,6,1
373,1,2
373,4,3
373,7,4
374,1,1
374,2,2
374,11,3
374,10,4
375,1,1
375,3,2
375,10,3
375,7,4
376,1,1
376,9,2
376,3,3
376,2,4
377,10,1
377,4,2
377,9,3
377,6,4
378,7,1
378,10,2
378,2,3
378,8,4
379,5,1
379,1,2
379,6,3
379,9,4
380,5,1
380,1,2
380,3,3
380,9,4
381,8,1
381,5,2
381,7,3
381,2,4
382,9,1
382,6,2
382,3,3
382,4,4
383,1,1
383,2,2
383,10,3
383,4,4
384,2,1
384,3,2
384,11,3
384,9,4
385,1,1
385,11,2
385,8,3
385,9,4
386,4,1
386,5,2
386,10,3
386,3,4
387,11,1
387,2,2
387,9,3
387,4,4
388,5,1
388,3,2
388,10,3
388,8,4
389,4,1
389,9,2
389,5,3
389,8,4
390,6,1
390,5,2
390,8,3
390,9,4
391,7,1
391,10,2
391,2,3
391,9,4
392,5,1
392,3,2
392,4,3
392,6,4
393,3,1
393,11,2
393,10,3
393,2,4
394,3,1
394,7,2
394,2,3
394,10,4
395,3,1
395,10,2
395,6,3
395,5,4
396,7,1
396,9,2
396,6,3
396,4,4
397,3,1
397,4,2
397,6,3
397,11,4
398,11,1
398,5,2
398,6,3
398,2,4
399,3,1
399,7,2
399,10,3
399,2,4
400,2,1
400,1,2
400,10,3
400,5,4
401,5,1
401,9,2
401,6,3
401,7,4
402,6,1
402,4,2
402,8,3
402,10,4
403,8,1
403,11,2
403,7,3
403,9,4
404,11,1
404,3,2
404,4,3
404,9,4
405,10,1
405,7,2
405,4,3
405,5,4
406,10,1
406,11,2
406,2,3
406,5,4
407,7,1
407,6,2
407,3,3
407,9,4
408,8,1
408,10,2
408,1,3
408,6,4
409,7,1
409,5,2
409,10,3
409,3,4
410,11,1
410,9,2
410,1,3
410,5,4
411,7,1
411,6,2
411,2,3
411,3,4
412,6,1
412,2,2
412,3,3
412,7,4
413,3,1
413,1,2
413,11,3
413,7,4
414,4,1
414,9,2
414,3,3
414,10,4
415,8,1
415,10,2
415,6,3
415,11,4
416,3,1
416,6,2
416,9,3
416,4,4
417,9,1
417,2,2
417,3,3
417,1,4
418,7,1
418,10,2
418,3,3
418,6,4
419,10,1
419,3,2
419,11,3
419,2,4
420,4,1
420,2,2
420,5,3
420,11,4
421,2,1
421,10,2
421,4,3
421,6,4
422,6,1
422,5,2
422,10,3
422,11,4
423,3,1
423,2,2
423,4,3
423,11,4
424,9,1
424,6,2
424,4,3
424,3,4
425,4,1
425,8,2
425,3,3
425,11,4
426,1,1
426,6,2
426,10,3
426,8,4
427,3,1
427,4,2
427,1,3
427,6,4
428,8,1
428,7,2
428,11,3
428,4,4
429,7,1
429,6,2
429,9,3
429,5,4
430,2,1
430,10,2
430,11,3
430,5,4
431,3,1
431,1,2
431,6,3
431,11,4
432,5,1
432,6,2
432,3,3
432,1,4
433,8,1
433,11,2
433,10,3
433,1,4
434,8,1
434,3,2
434,2,3
434,5,4
435,9,1
435,7,2
435,11,3
435,4,4
436,1,1
436,10,2
436,2,3
436,7,4
437,1,1
437,4,2
437,8,3
437,10,4
438,10,1
438,1,2
438,2,3
438,4,4
439,9,1
439,4,2
439,8,3
439,3,4
440,4,1
440,11,2
440,2,3
440,1,4
441,8,1
441,4,2
441,11,3
441,5,4
442,10,1
442,11,2
442,6,3
442,9,4
443,4,1
443,10,2
443,6,3
443,9,4
444,8,1
444,6,2
444,3,3
444,10,4
445,7,1
445,9,2
445,2,3
445,6,4
446,3,1
446,9,2
446,1,3
446,8,4
447,10,1
447,7,2
447,4,3
447,1,4
448,2,1
448,9,2
448,11,3
448,1,4
449,6,1
449,3,2
449,10,3
449,5,4
450,5,1
450,9,2
450,1,3
450,11,4
451,8,1
451,7,2
451,6,3
451,9,4
452,6,1
452,7,2
452,5,3
452,11,4
453,10,1
453,11,2
453,1,3
453,9,4
454,8,1
454,4,2
454,3,3
454,1,4
455,7,1
455,11,2
455,9,3
455,5,4
456,5,1
456,1,2
456,7,3
456,6,4
457,11,1
457,5,2
457,4,3
457,1,4
458,11,1
458,4,2
458,6,3
458,2,4
459,9,1
459,11,2
459,6,3
459,4,4
460,1,1
460,6,2
460,2,3
460,11,4
461,1,1
461,9,2
461,11,3
461,5,4
462,6,1
462,5,2
462,10,3
462,2,4
463,7,1
463,10,2
463,5,3
463,8,4
464,11,1
464,2,2
464,3,3
464,6,4
465,10,1
465,11,2
465,2,3
465,9,4
466,9,1
466,10,2
466,7,3
466,8,4
467,6,1
467,2,2
467,10,3
467,9,4
468,5,1
468,2,2
468,7,3
468,6,4
469,11,1
469,2,2
469,10,3
469,4,4
470,2,1
470,6,2
470,10,3
470,8,4
471,5,1
471,3,2
471,11,3
471,6,4
472,3,1
472,1,2
472,8,3
472,2,4
473,10,1
473,6,2
473,4,3
473,8,4
474,9,1
474,7,2
474,2,3
474,11,4
475,7,1
475,9,2
475,10,3
475,5,4
476,1,1
476,11,2
476,5,3
476,2,4
477,1,1
477,3,2
477,2,3
477,10,4
478,2,1
478,6,2
478,1,3
478,9,4
479,5,1
479,9,2
479,3,3
479,11,4
480,5,1
480,7,2
480,9,3
480,3,4
481,11,1
481,3,2
481,2,3
481,10,4
482,8,1
482,11,2
482,9,3
482,6,4
483,1,1
483,2,2
483,9,3
483,11,4
484,5,1
484,11,2
484,4,3
484,7,4
485,2,1
485,10,2
485,9,3
485,8,4
486,5,1
486,6,2
486,7,3
486,9,4
487,5,1
487,11,2
487,9,3
487,2,4
488,1,1
488,10,2
488,6,3
488,3,4
489,11,1
489,2,2
489,10,3
489,6,4
490,8,1
490,9,2
490,3,3
490,10,4
491,8,1
491,9,2
491,1,3
491,10,4
492,2,1
492,6,2
492,7,3
492,4,4
493,5,1
493,10,2
493,11,3
493,6,4
494,1,1
494,5,2
494,11,3
494,9,4
495,9,1
495,11,2
495,4,3
495,1,4
496,11,1
496,9,2
496,8,3
496,2,4
497,5,1
497,11,2
497,2,3
497,8,4
498,7,1
498,6,2
498,1,3
498,2,4
499,4,1
499,8,2
499,9,3
499,3,4
500,7,1
500,3,2
500,9,3
500,6,4
501,9,1
501,4,2
501,8,3
501,6,4
502,7,1
502,9,2
502,11,3
502,1,4
503,9,1
503,6,2
503,8,3
503,11,4
504,3,1
504,7,2
504,9,3
504,6,4
505,1,1
505,6,2
505,4,3
505,3,4
506,8,1
506,4,2
506,6,3
506,1,4
507,10,1
507,2,2
507,9,3
507,1,4
508,10,1
508,8,2
508,9,3
508,1,4
509,2,1
509,5,2
509,1,3
509,9,4
510,6,1
510,7,2
510,9,3
510,10,4
511,10,1
511,3,2
511,11,3
511,5,4
512,6,1
512,3,2
512,10,3
512,8,4
513,2,1
513,10,2
513,7,3
513,1,4
514,7,1
514,9,2
514,4,3
514,2,4
515,7,1
515,5,2
515,1,3
515,10,4
516,8,1
516,4,2
516,7,3
516,10,4
517,8,1
517,7,2
517,2,3
517,9,4
518,3,1
518,9,2
518,4,3
518,6,4
519,11,1
519,6,2
519,8,3
519,4,4
520,11,1
520,7,2
520,5,3
520,6,4
521,3,1
521,10,2
521,4,3
521,11,4
522,10,1
522,5,2
522,3,3
522,8,4
523,1,1
523,9,2
523,2,3
523,4,4
524,4,1
524,7,2
524,6,3
524,1,4
525,9,1
525,1,2
525,6,3
525,10,4
526,11,1
526,10,2
526,5,3
526,7,4
527,5,1
527,8,2
527,2,3
527,10,4
528,8,1
528,3,2
528,5,3
528,1,4
529,5,1
529,8,2
529,3,3
529,1,4
530,8,1
530,9,2
530,1,3
530,10,4
531,9,1
531,5,2
531,6,3
531,1,4
532,2,1
532,4,2
532,1,3
532,9,4
533,8,1
533,4,2
533,11,3
533,5,4
534,6,1
534,1,2
534,5,3
534,9,4
535,6,1
535,3,2
535,10,3
535,11,4
536,11,1
536,9,2
536,3,3
536,10,4
537,2,1
537,4,2
537,5,3
537,3,4
538,1,1
538,9,2
538,3,3
538,7,4
539,5,1
539,6,2
539,7,3
539,9,4
540,3,1
540,4,2
540,10,3
540,5,4
541,3,1
541,6,2
541,7,3
541,2,4
542,7,1
542,11,2
542,9,3
542,3,4
543,2,1
543,1,2
543,9,3
543,11,4
544,3,1
544,11,2
544,7,3
544,5,4
545,5,1
545,4,2
545,11,3
545,2,4
546,2,1
546,7,2
546,5,3
546,6,4
547,7,1
547,5,2
547,3,3
547,6,4
548,7,1
548,2,2
548,1,3
548,10,4
549,7,1
549,3,2
549,2,3
549,11,4
550,6,1
550,1,2
550,9,3
550,2,4
551,4,1
551,1,2
551,6,3
551,2,4
552,3,1
552,9,2
552,11,3
552,4,4
553,2,1
553,10,2
553,1,3
553,5,4
554,6,1
554,11,2
554,2,3
554,7,4
555,10,1
555,3,2
555,1,3
555,5,4
556,3,1
556,1,2
556,9,3
556,10,4
557,4,1
557,5,2
557,2,3
557,9,4
558,4,1
558,3,2
558,10,3
558,5,4
559,3,1
559,1,2
559,4,3
559,6,4
560,5,1
560,3,2
560,10,3
560,7,4
561,4,1
561,3,2
561,8,3
561,2,4
562,5,1
562,4,2
562,10,3
562,3,4
563,2,1
563,7,2
563,4,3
563,3,4
564,11,1
564,9,2
564,10,3
564,5,4
565,9,1
565,4,2
565,5,3
565,10,4
566,4,1
566,10,2
566,2,3
566,8,4
567,11,1
567,10,2
567,6,3
567,2,4
568,7,1
568,8,2
568,11,3
568,2,4
569,8,1
569,7,2
569,6,3
569,10,4
570,1,1
570,2,2
570,8,3
570,9,4
571,9,1
571,2,2
571,7,3
571,4,4
572,9,1
572,1,2
572,11,3
572,5,4
573,3,1
573,7,2
573,1,3
573,11,4
574,6,1
574,1,2
574,4,3
574,5,4
575,7,1
575,10,2
575,9,3
575,11,4
576,11,1
576,10,2
576,4,3
576,9,4
577,10,1
577,2,2
577,9,3
577,8,4
578,8,1
578,9,2
578,1,3
578,10,4
579,2,1
579,3,2
579,10,3
579,8,4
580,5,1
580,11,2
580,8,3
580,10,4
581,2,1
581,8,2
581,3,3
581,4,4
582,3,1
582,4,2
582,5,3
582,1,4
583,2,1
583,4,2
583,5,3
583,3,4
584,8,1
