126,4,12,53,2,325
127,1,41,33,1,326
128,3,38,47,4,327
129,5,7,56,5,328
130,2,35,50,2,329
131,2,36,28,5,330
132,3,48,70,1,331
133,4,42,12,4,332
134,3,6,25,1,333
135,4,13,24,4,334
136,2,4,50,2,335
137,5,38,11,1,336
138,3,49,15,2,337
139,5,1,44,3,338
140,1,16,60,2,339
141,4,33,20,4,340
142,4,39,56,4,341
143,3,30,65,1,342
144,3,21,10,4,343
145,2,2,28,2,344
146,5,32,68,4,345
147,2,23,31,5,346
148,4,3,40,3,347
149,5,20,61,5,348
150,5,22,13,3,349
151,3,38,54,2,350
152,5,22,55,4,351
153,4,50,47,4,352
154,3,7,14,1,353
155,5,27,67,2,354
156,5,40,7,4,355
157,3,44,53,1,356
158,1,8,5,2,357
159,2,9,44,4,358
160,1,35,33,4,359
161,3,41,52,4,360
162,1,35,68,2,361
163,4,23,3,3,362
164,1,34,23,1,363
165,5,20,28,2,364
166,3,1,24,4,365
167,4,46,16,2,366
168,5,41,47,1,367
169,4,25,27,5,368
170,1,5,33,4,369
171,3,8,12,5,370
172,4,30,46,3,371
173,5,43,34,5,372
174,1,12,61,2,373
175,3,1,24,2,374
176,4,21,33,4,375
177,3,4,67,5,376
178,5,14,62,2,377
179,1,17,5,3,378
180,5,7,45,5,379
181,2,28,47,3,380
182,5,18,44,3,381
183,4,15,58,5,382
184,5,33,25,1,383
185,1,21,37,2,384
186,1,44,4,5,385
187,3,49,1,3,386
188,3,38,30,1,387
189,2,8,59,5,388
190,2,20,34,1,389
191,5,50,25,1,390
192,3,48,32,1,391
193,1,20,70,5,392
194,1,50,46,2,393
195,1,15,65,4,394
196,5,35,24,5,395
197,5,27,14,1,396
198,1,27,24,2,397
199,3,45,9,3,398
200,5,14,6,3,399
201,1,28,7,1,400
202,3,35,64,1,401
203,3,4,34,4,402
204,4,26,10,2,403
205,3,17,3,5,404
206,5,22,51,5,405
207,4,47,13,1,406
208,1,27,4,3,407
209,3,12,47,4,408
210,5,42,29,4,409
211,1,48,16,1,410
212,3,8,25,5,411
213,1,9,21,4,412
214,2,12,39,1,413
215,3,46,63,2,414
216,2,3,6,2,415
217,2,17,56,1,416
218,1,43,70,4,417
219,3,3,26,3,418
220,1,40,18,1,419
221,1,14,64,4,420
222,3,7,58,5,1
223,5,21,45,4,2
224,3,36,51,5,3
225,5,12,8,1,4
226,2,13,42,1,5
227,3,5,25,2,6
228,4,36,47,2,7
229,3,25,47,4,8
230,4,44,61,4,9
231,3,37,59,4,10
232,3,21,64,5,11
233,3,4,48,5,12
234,1,40,2,5,13
235,1,11,26,2,14
236,4,1,16,5,15
237,1,22,63,1,16
238,5,41,63,3,17
239,1,13,21,5,18
240,4,35,51,1,19
241,2,7,21,4,20
242,4,36,18,1,21
243,5,30,69,5,22
244,1,32,5,2,23
245,2,15,42,3,24
246,2,47,40,5,25
247,3,37,42,3,26
248,1,49,55,5,27
249,3,44,13,5,28
250,2,41,35,1,29
251,4,25,20,5,30
252,1,21,57,5,31
253,4,19,65,2,32
254,3,10,4,2,33
255,2,8,1,4,34
256,2,11,1,3,35
257,5,23,52,4,36
258,1,17,28,5,37
259,2,4,46,5,38
260,3,5,66,2,39
261,1,21,25,1,40
262,3,13,70,4,41
263,5,21,53,2,42
264,2,45,38,5,43
265,4,50,60,2,44
266,2,39,21,1,45
267,4,42,32,3,46
268,4,12,8,3,47
269,4,32,53,2,48
270,1,37,32,5,49
271,4,15,5,5,50
272,5,31,12,1,51
273,1,11,8,5,52
274,3,28,18,3,53
275,2,7,4,2,54
276,4,37,47,2,55
277,3,6,4,4,56
278,2,49,28,1,57
279,2,33,61,3,58
280,1,33,21,3,59
281,2,7,12,2,60
282,4,48,15,5,61
283,3,39,53,2,62
284,4,43,35,4,63
285,1,32,6,2,64
286,2,22,3,3,65
287,4,43,21,4,66
288,4,25,48,2,67
289,1,48,40,3,68
290,4,49,18,1,69
291,4,40,31,1,70
292,4,16,45,3,71
293,3,34,23,1,72
294,5,25,10,3,73
295,4,30,37,2,74
296,2,17,45,4,75
297,1,35,61,3,76
298,5,7,68,1,77
299,3,35,17,1,78
300,2,32,35,2,79
301,5,32,8,5,80
302,5,22,23,5,81
303,4,6,32,1,82
304,4,12,56,4,83
305,3,14,43,5,84
306,1,42,57,1,85
307,1,39,32,1,86
308,4,8,38,2,87
309,1,13,61,5,88
310,5,38,8,2,89
311,3,2,42,5,90
312,2,30,16,4,91
313,5,46,31,2,92
314,3,50,59,1,93
315,5,45,9,3,94
316,1,38,60,5,95
317,1,11,58,1,96
318,1,33,35,3,97
319,1,11,14,2,98
320,3,48,25,1,99
321,4,14,52,3,100
322,1,20,17,1,101
323,3,4,6,2,102
324,4,29,13,3,103
325,4,5,42,4,104
326,1,13,69,2,105
327,5,40,2,2,106
328,2,50,44,3,107
329,3,20,53,1,108
330,3,19,55,5,109
331,5,43,17,2,110
332,4,39,56,2,111
333,5,22,3,5,112
334,3,1,17,4,113
335,5,8,31,2,114
336,5,42,28,2,115
337,3,6,9,1,116
338,4,18,14,5,117
339,2,44,52,5,118
340,4,47,15,1,119
341,1,13,35,4,120
342,5,17,15,5,121
343,5,33,10,4,122
344,5,3,5,2,123
345,5,38,8,3,124
346,2,12,19,4,125
347,3,5,25,4,126
348,1,30,64,1,127
349,2,12,65,1,128
350,5,46,14,2,129
351,1,29,28,2,130
352,4,9,53,4,131
353,2,10,44,1,132
354,4,5,27,1,133
355,5,50,30,3,134
356,3,29,48,5,135
357,3,44,18,4,136
358,2,39,60,1,137
359,4,13,41,1,138
360,3,20,48,3,139
361,2,43,37,4,140
362,4,28,1,2,141
363,2,43,36,5,142
364,1,10,70,3,143
365,4,41,43,3,144
366,4,33,17,1,145
367,3,45,25,2,146
368,2,14,2,2,147
369,3,37,32,2,148
370,1,19,66,2,149
371,1,19,39,3,150
372,3,41,52,2,151
373,5,39,33,4,152
374,3,18,68,5,153
375,2,45,4,2,154
376,3,3,56,1,155
377,2,27,23,4,156
378,3,18,36,5,157
379,3,40,24,2,158
380,3,4,29,3,159
381,5,28,46,3,160
382,1,13,16,4,161
383,5,48,13,5,162
384,1,39,30,5,163
385,2,41,33,2,164
386,3,50,24,4,165
387,1,18,61,4,166
388,4,7,16,2,167
389,1,19,49,2,168
390,3,3,31,3,169
391,3,48,21,4,170
392,4,15,28,5,171
393,4,12,5,3,172
394,4,36,30,5,173
395,4,41,5,2,174
396,4,8,35,3,175
397,2,23,40,1,176
398,5,1,63,4,177
399,5,45,35,3,178
400,1,49,57,3,179
401,1,44,11,1,180
402,4,18,21,3,181
403,5,21,70,4,182
404,1,49,66,4,183
405,2,17,6,5,184
406,5,18,51,5,185
407,2,31,37,3,186
408,5,18,15,5,187
409,3,10,49,2,188
410,1,38,53,4,189
411,3,22,20,5,190
412,3,25,68,4,191
413,4,5,18,5,192
414,4,13,45,5,193
415,3,36,39,3,194
416,3,37,2,3,195
417,3,48,50,3,196
418,1,8,12,2,197
419,5,17,42,2,198
420,1,23,24,5,199
